"cntrl1_4h","cntr12_4h","cntrl3_4h","treat1_4h","treat2_4h","treat3_4h","cntrl1_24h","cntrl2_24h","cntrl3_24h","treat1_24h","treat2_24h","treat3_24h"
"Tcas000734",14.0511003844277,15.2090084988289,16.3929116333171,10.5506025528264,16.9415274305584,16.624703055435,15.8309171023374,12.690110201815,12.674187275852,23.3800874372897,17.8823702727822,16.7385593989671
"Tcas000845",64.7142228972938,51.1312380960627,49.984943668803,63.6804225509879,53.770934888294,71.0744185672727,92.8874292631123,59.3449271202527,57.4349246171521,54.2594482035213,53.4784092119996,43.9387184222886
"Tcas000867",75.2030724800357,68.0784189947578,75.1117836313464,65.5644587211355,86.917401600256,76.5651461819118,59.3182556485173,55.2393032314302,67.2213223871137,49.8481109512025,66.6371345070658,67.9199237150395
"Tcas001011",59.1729438724491,58.0839276955274,61.6749708171521,58.5935248915895,70.8597799486833,41.1804571097932,55.3128428876849,61.2111197969902,65.2961293831869,57.3473842801444,61.7447879230027,59.0678009559704
"Tcas001077",143.479546179015,79.6662349938655,75.6492561439142,123.404369144666,40.2177129438473,103.561223620554,238.989628062997,122.235620326307,86.4732524263826,85.5799426949848,52.1287963612236,44.0996661088171
"Tcas001624",0.989514111579416,1.15878159991077,0.537472512567774,0.753614468059028,0.441952889492827,0.152520211517753,1.1444036459521,0.933096338368754,0.481298250981721,7.7198401915579,2.02441927616402,4.98937828238442
"Tcas000260",105.878009938998,95.4546342926497,70.8120035308042,91.5641578691719,68.7973331310501,94.4100109294888,239.371095944981,151.534845351086,157.865826322005,184.614464009542,157.904703540794,161.269581901587
"Tcas000256",377.004876511758,510.588142460683,488.428145795964,330.083137009854,386.708778306224,453.595109053796,358.961276946976,475.692513300391,394.824998555339,382.021806050808,320.701753665651,309.82429656742
"Tcas000968",64.516320074978,70.3959821945793,58.8532401261712,66.5064768062092,68.7973331310501,70.9218983557549,74.1955030458946,70.355463913004,69.3069481413679,64.8466576090864,63.4318039864728,60.8382255077842
"Tcas000377",169.20691308008,179.321452586192,160.301176873339,184.447141057447,181.789955211383,159.841181670605,207.327793858323,192.217845703963,183.374633624036,192.554871063716,190.295411959418,183.641310329052
"Tcas000914",23.748338677906,24.479261298115,23.9175268092659,24.6808738289332,24.6020441817674,21.9629104585564,21.3622013911059,18.2886882320276,18.1289007869782,17.2042152840433,19.7380879425992,23.9812052927509
"Tcas000503",46.3092604219167,68.9475051946908,58.7188719980293,59.1587357426337,78.2256614402304,58.7202814343347,25.9398159749143,40.6830003528777,46.685930345227,26.9091572391447,33.5716196630534,39.9150262590754
"Tcas001150",107.857038162156,106.318211791813,99.1636785687543,98.9118989327475,109.751634224052,111.797315042513,127.791740464651,108.052555983102,121.126726497067,100.578489352869,95.9912140114441,96.4076642305893
"Tcas001193",74.2135583684562,87.9225538932297,89.0860689581085,83.8396095715669,100.765258804365,59.6354027034412,70.7622921080383,84.3519089885353,85.1897904237647,70.5813960371008,84.350803173501,90.1307044559766
"Tcas001148",130.417959906167,137.170771889437,115.422222073929,131.694128293315,105.774058218617,117.593083080187,124.549263467787,132.126441513016,129.308796763756,117.562137774296,123.152172633311,112.663380569971
"Tcas001609",2.96854233473825,5.50421259957616,3.35920320354859,5.84051212745747,5.8927051932377,4.42308613401482,0.953669704960085,4.66548169184377,4.33168425883549,0.88226745046376,1.68701606347002,2.57516298445648
"Tcas000673",65.9016398311891,75.0311085942224,78.8740912193208,72.912199784711,85.4442253019466,83.1235152771751,68.4734848161341,87.8976750743366,92.2488314381633,95.726018375318,106.113310392264,107.834949974115
"Tcas000246",53.4337620252885,55.1869736957504,49.850575540661,51.8109946790582,46.4050533967469,26.2334763810534,57.7923841205812,53.7463490900402,46.5254975948997,55.5828493792169,51.1165867231416,52.4689458083007
"Tcas000449",50.2673168682344,48.2342840962858,47.0288448496802,46.9125006366745,51.8558057004917,58.567761222817,52.2610998318127,55.6125417667777,62.2479071269693,52.0537795773619,42.0066999804035,49.0890443912016
"Tcas001257",53.6316648476044,28.1004537978362,34.2638726761956,49.3617476578664,100.912576434196,57.8051601652282,76.2935763968068,52.440014216324,81.4998371662382,70.140262311869,52.8036027866116,56.3316902849854
"Tcas000139",52.8400535583408,49.5379133961854,51.8660974627902,46.3472897856302,46.2577357669159,18.6074658051658,32.6155039096349,47.7745325244802,38.5038600785377,95.9465852379339,96.6660204368322,87.5555414715202
"Tcas001035",127.845223216061,121.672067990631,106.688293744703,106.636447230353,132.88050210751,104.47634488966,157.164767377422,149.295414139001,166.047896588694,213.729289874846,225.722749292289,202.150294279833
"Tcas000536",38.3931475292814,34.6186002973343,27.9485706535242,45.5936753175712,22.8342326237961,28.5212795538197,61.4163289994295,47.2146747214589,44.2794390903184,43.8928056605721,39.4761758851985,29.9362696943065
"Tcas000587",88.6604643975157,90.8195078930066,54.2847237693452,94.9554229754376,53.9182525181249,86.7840003536012,154.875960085518,109.545510124492,101.393498206816,220.56686261594,157.5673003281,147.267133173605
"Tcas000345",1.97902822315883,2.60725859979923,2.68736256283887,1.50722893611806,2.06244681763319,2.8978840188373,1.90733940992017,1.86619267673751,2.40649125490861,1.1028343130797,1.85571766981702,0.965686119171178
"Tcas001413",3.36434797937002,4.34543099966539,6.04656576638746,2.26084340417709,5.15611704408298,4.11804571097932,6.29422005273656,4.85210095951752,6.57774276341686,5.95530529063038,6.24195943483907,4.82843059585589
"Tcas001660",8.70772418189886,4.63512639964308,3.49357133169053,3.9564759573099,3.53562311594262,4.88064676856808,7.8200915806727,3.73238535347501,2.72735675556309,3.52906980185504,4.21754015867505,4.82843059585589
"Tcas001034",12.6657806282165,14.1950745989069,20.8270598620012,19.0287653184905,23.8654560326127,19.6751072857901,12.5884401054731,15.6760184845951,16.8454387843602,16.1013809709636,16.0266526029652,16.5776117124386
"Tcas000603",23.1546302109583,25.6380428980258,21.6332686308529,26.1881027650512,25.0439970712602,22.5729913046274,21.934403214082,24.4471240652613,28.0757313072671,24.4829217503694,28.1731682599493,25.4297344715077
"Tcas000515",17.8112540084295,19.2647440985166,17.4678566584527,20.5359942546085,20.1825152868391,19.3700668627546,19.6455959221778,19.5950231057438,21.1771230431957,19.8510176354346,17.8823702727822,22.5326761139942
"Tcas000575",837.92054968545,712.360988545146,785.650445245943,919.221247415,569.971909815916,472.812655705033,765.606039141956,774.283341578392,726.279060731418,827.125734809775,673.794215749926,663.587311557128
"Tcas001243",5.14547338021297,5.21451719959847,5.37472512567774,4.52168680835417,4.41952889492827,4.88064676856808,5.53128428876849,4.47886242417002,3.85038600785377,7.27870646632602,4.55494337136905,4.98937828238442
"Tcas000361",50.0694140459185,44.6130915965647,41.3853834677186,47.6661151047335,83.3817784843134,59.6354027034412,28.6100911488026,37.6970920700976,53.5845386092983,33.5261631176229,30.0288859297664,32.511432678763
"Tcas000784",19.1965737646407,15.9332469987731,13.0337084297685,18.2751508504314,10.4595517179969,15.0995009402575,15.2587152793614,15.3027799492476,13.315918277161,17.2042152840433,14.1709349331482,15.4509779067389
"Tcas001329",20.383990698536,25.0586520980704,23.2456861685562,16.2027110632691,23.5708207729508,24.4032338428404,19.6455959221778,20.5281194441126,23.7440470484316,23.1595205746737,27.1609586218673,25.5906821580362
"Tcas000181",37.7994390623337,53.738496695862,104.40403556629,42.2024102113056,161.754757554375,101.578460870823,5.14981640678446,23.8872662622401,48.9319888498083,4.63190411493474,67.8180457514948,64.3790746114119
"Tcas000141",23.3525330332742,32.7355801974793,25.7986806032531,34.8546691477301,24.3074089221055,19.5225870742723,15.6401831613454,24.2605047975876,24.2253452994133,16.7630815588114,18.5571766981702,25.7516298445648
"Tcas000279",322.58160037489,290.274790777648,304.612546497786,280.909792969003,337.357372312858,380.995488371346,367.925772173601,332.182296459276,330.972763925097,348.275076070569,344.151276947884,320.124948505246
"Tcas001414",6.13498749179238,4.63512639964308,3.89667571611636,4.14487957432466,6.04002282306864,3.35544465339056,4.76834852480042,4.10562388882252,5.29428076079893,3.97020352708692,4.21754015867505,3.86274447668471
"Tcas001115",56.4023043600267,67.9335712947689,58.3157676136035,63.6804225509879,63.4938984571362,43.773300705595,51.8796319498286,64.5702666151177,55.5097316132252,75.6544338772675,68.3241505705358,75.0016219222948
"Tcas001079",12.8636834505324,13.6156837989516,8.46519207294244,10.9274097868559,8.83905778985654,9.76129353713616,15.8309171023374,7.09153217160253,11.0698597725796,9.9255088177173,9.78469316812612,11.4272857435256
"Tcas001374",11.6762665166371,12.3120544990519,8.19645581665855,13.188253191033,15.1737158725871,10.2188541716894,11.253302518529,8.95772484834004,8.66336851767098,8.60210764202166,9.61599156177911,9.97875656476884
"Tcas001332",72.2345301452974,51.2760857960516,51.0598886939385,56.3326814874124,44.1952889492827,62.3807665107608,96.1299062599766,63.4505510090752,59.0392521204245,74.1104658389559,59.3829654341447,54.2393703601145
"Tcas000384",2.77063951242237,2.60725859979923,3.89667571611636,2.07243978716233,3.24098785628073,1.37268190365977,1.71660546892815,3.35914681812751,0.962596501963443,1.76453490092752,2.02441927616402,2.41421529792795
"Tcas001395",2.3748338677906,4.77997409963193,3.22483507540664,4.89849404238368,6.77661097222335,2.8978840188373,3.43321093785631,3.91900462114877,3.68995325752653,1.76453490092752,4.38624176502205,3.86274447668471
"Tcas000334",1.38531975621118,0.724238499944232,2.28425817841304,1.50722893611806,2.06244681763319,1.22016169214202,0.953669704960085,1.1197156060425,1.76476025359964,0.66170058784782,1.51831445712302,1.28758149222824
"Tcas001206",40.3721757524402,32.011341697535,38.2949165204539,32.0286148925087,37.5659956068903,33.8594869569411,44.2502743101479,39.7499040145089,34.4930413203567,42.1282707596446,40.3196839169335,32.3504849922345
"Tcas001131",191.372029179459,236.825989481764,221.707411434207,198.01220148251,218.472045039288,182.56669318675,182.913849411344,232.527607521493,219.632435197992,229.168970257962,249.509675787216,237.236889943053
"Tcas000906",43.3407180871784,43.309462296665,43.9383779024155,43.8980427644384,41.5435716123258,44.8409421862192,36.8116506114593,37.6970920700976,40.9103513334463,39.9226021334852,36.9456517899934,42.9730323031174
